rate,text
1,"Рядом с домом. Парковка расположена на тротуаре где бегают дети. После ремонта ассортимент очень маленький, качество овощей и фруктов ужасное. Ценники не соответствуют действительности."
5,"Хороший ремонт ,чистая уютная )  "
5,"Ну что могу сказать…. Чисто, хороший персонал магазина, по ценам даже все всегда четко. Зачем-то сняли кассы самообслуживания- напрасно. А так, магазин как магазин…. Дороже чем Магнит."
5,"Очень удобное расположение, хороший выбор товаров и плюс наличие касс самообслуживания."
5,"Приятный персонал, а в целом точна такая же пятерочка из сотен других."
5,"Очень порадовало обновление магазина - стало просторней, ассортимент товара увеличился. Жаль парковка осталась прежней - мест мало."
5,"Хороший магазин, большой, просторный, товары аккуратно разложены, поэтому они видны, а ещё привлекает, что в этом магазине есть банкомат, это удобно"
4,"Маленький и чистенький магазин. Разнообразие товаров соответствует площади. Сколько раз заходила, всегда работает только одна кассса. Вежливые продавцы."
4,"Большой сетевик, обслуживание как всегда сам с собой..."
4,Качественные продукты 
5,Хароший магазин и люди в нём работают замечательные
5,Всё есть
4,Было хорошо когда тут жил всем терпения персоналу спасибо особенно грузчику и тому кто выставляет алкоголь спасибо всегда помогал.
5,Хороший магазин.
4,"Чисто, товароведы стараются покупателям не мешать, очередей очень мало наверное в наших продсетях цены держат теперь согласовано. Кому где ближе там и покупают. Удачи на скидках."
5,Отлично👍👏😆
5,Обычная Пятёрочка как и все.
5,"Хорошая Пятерочка. Единственная из Пятёрочек в данной локации, работающая до 00 часов, а не до 23, как всё остальные. Также в данной Пятёрочке есть Qiwi-терминал, через который можно пополнить Qiwi-кошелёк без комиссии.
По части ассортимента не сильно отличается от других магазинов данной сети."
5,Хороший магаз на районе))!!
5,"хорошее местечко, продавцы все вежливые, хорошие, мне кажется здесь они самые доброжелательные, в других пятерочках была, там часто грубят, в нашей такого нет!!! Чисто и всегда есть вкусняшки, а значит - 5 баллов😁"
1,Планировка - взрыв мозга.
5,"отличный магазин,чисто,приветливые продавцы, аккуратно разложены товар 
"
5,"Хорошая пятёрочка, чуть-чуть можно заплутать с первого раза в магазине, но не критично.
В остальном, всё как и в других магазинах Пятёрочки.
С парковкой, только если повезёт, вдоль улицы Правды или рядом на Звенигородской."
5,"Люблю этот магазин, можно найти всё необходимое, часто бывают скидки на разные товары. Всегда свежие молочные и мясные продукты."
4,"Удобное расположение. Маленький ассортимент мяса, часто бывает тухлятина. Вкусно готовят выпечку. Плитка на полу отдельный шедевр - можно получить приступ эпилепсии. Всегда чисто, порядок на прилавках,  единственное что не удобно это мало места в алкогольном отделе ( можно легко задеть бутылки)"
5,"Отличный магазин, добросовестный и вежливый персонал."
5,"Стандартная пятерочка, радует размером помещения, достаточно места в проходах"
4,Хороший магазин.
4,"Маленький магазин, не хватает места ((( все заставлено товаром. Проходы не удобные того и смотри товар чтоб  не зацепить с соседней полки."
4,"Аккуратный магазинчик,удобно  расположенный, неплохой ассортимент товаров."
5,"Хорошо работает, продукты свежие,рекомендую"
4,Самая первая Пятёрочка. Когда то образцовая. Изобильная.  Сейчас обычная. С  обыкновенным ассортиментом.
2,"Цены высокие,персонал жуткий,замки. Грязь.парголово.тихоокеагская 12"
3,"Работает всего одна касса, акции не всегда совпадают, то есть берешь по акции, а на кассе узнаешь, что акции на этот товар нет"
4,Маленький магазин. Выбор товаров средний. Цены приемлемые.
5,"Очень рада, что в данном магазине появились кассы самообслуживания, это максимально ускоряет поход по магазину. Рядом всегда есть кассир, который поможет если что-то не получается. Товаров в магазине достаточно, я всем довольна."
1,"Очень медленное обслуживание
Оплата по QR коду не работает и решать этот вопрос не собираются 
Обслуживание грубое "
3,"После праздников,  может не успели, некоторые  цены не соответствуют действительности.  А на некоторых  вообще  нет ценников."
4,"Маленький, но приятный и уютный магазин.
Вежливый персонал."
1,"Моей ошибкой было, что не посмотрела срок годности. Придя домой увидела, что срок уже давно вышел. Жалобу в роспотребнадзор передала. Не первый раз вижу просрочку на прилавках. Пыталась дозвониться до магазина, но к сожалению трубку там не берут, не считают нужным "
5,Отлично спасибо большое за поздравления очень приятно познакомиться меня зовут
4,"Мне нравится этот Магазин. 
Очень хороший персонал, вежливый и профессионально работают. Всегда чисто и товар разложен удобно. "
5,Широкий ассортимент продукции.Чистое просторное помещение
5,Ок.
4,Пожилым нравится
3,Очень маленькая и тесная. Бвла один раз и больше не приду.
5,"Хорошая пятерочка, отличное месторасположение, всегда есть все в наличии, единственное, лучше туда не соваться в обед ) задавят бабушки )"
5,"Хороший выбор товара, чисто."
4,Ассортимент мало честно говоря а так не плохо
4,Большие очереди 
1,"Не хожу туда, персонал замученных, запах непонятный, одного посещения хватило на всю оставшуюся жизнь"
5,"+ Продавцы вежливые, приятные, всегда стараются разгрузить очередь, подскажут, помогут.
По сравнению с другими пятерочками ассортимента меньше, особенно овощей и фруктов на развес."
4,"Как и другие магазины Пятерочка, этот хороший."
2,"На моих глазах продавец расставляла товар по полкам, сразу после нее беру банку маслин ""по скидке"", на кассе полная цена, говорят не ту банку взяли, ага конечно"
5,"Очень хороший магазин , удобная локация 
Большой выбор , чисто и аккуратно всегда✨️На полочках тоже всегда эстетично выставлено всё "
3,"""пятёрочка "", конечно, выручает. в этом месте, т. Н. "" медвежьем углу"" мало магазинов - поэтому ""пятёрочка"" популярна. конечно, качество товаров ""так себе' (к сожалению).."
3,Очень часто отсутствуют товары по скидке.
4,"Обычная пятёрочка, не оч удобные они стали после ремонта. Всегда когда заходишь начинается квест найти то что тебе нужно"
1,"Отвратительное обслуживание! В кофейном аппарате закончился кофе, за 15 минут ни то что исправить ситуацию не смогли, так даже никого дозваться не удалось! "
4,"В магазине грязно, товары разложены сумбурно, грязные холодильники"
5,Очень приятный магазин 
5,Приятные ребята)))
3,Маленький Ассортимент)
1,"Воскресенье 01.11.2020
Привёз товар в магазин Вимь Биль Дань на кассе работает Администратор кассира нет , не кому принять товар приезжал два раза  так и не появился кассир с горе пополам приняли "
5,Рядом с домом. Очень удобно. Всегда хороший выбор овощей и фруктов.
5,"Хороший 👍 персонал, чисто."
3,"Магазин стандартный, как и вся сеть. Но место на котором расположено здание оттяпано от парка. И это очень печально"
4,"Стандартный магазин, но очень много зальчиков:))))"
3,"Не удобно внутри расположены зоны, как то все ""скомкано"" напихано. Мало места. При входе овощной отдел, за ним стоят холодильники, рядом хлебная зона, вдоль этой же стены опять холодильники, тут же стеллажи с детскими принадлежностями, крупы, ну как то вообщем все насовано беспорядок в зонах, надо правильно зонировать, а то ходишь ищешь по всему магазину ... персонал на кассе адекватный."
2,Работа кассиров оставляет желать лучшего.
3,"Очень редко можно попасть на свежий хлеб, советую улучшить качество работы персонала....."
4,"Хороший магазин, посещаем почти каждый день. Всегда чисто, товары свежие (выпечку выпекают каждые 3 часа) единственный раз был не свежий йогурт на прилавке. Большая часть персонала вежливая, быстро обслуживают."
4,"Проверяйте акционные ценники , частенько они не соответствуют действующим акциям"
5,"Достаточно большой магазин с хорошим ассортиментом. Есть фастфуд собственного производства, можно купить что-то перекусить, если оказались на соседней реке))"
3,Хотелось бы больше товаров в ассортименте.
4,"Нужно отслеживать то, что пробивают - цены периодически не совпадают с ценниками (но если заметишь, продадут по указанной цене). В остальном всё хорошо - чисто, народу обычно не много."
4,Не хватает касс самообслуживания
5,Отличный магазин. Консультантам на кассах самообслуживания следует быть повежливее.
3,"Маленькая, нет выпечки"
5,Свежие продукты
5,"Очень много акции и цены приемлемые. Для пенсионеров самое походящее, но можно и побольше скидки."
3,"Кассиры без масок, санитайзер отсутствует, за пробиваемыми ценами нужно следить, как впрочем и во всей сети."
5,"Рядом с домом. Отличный персонал, приемлимые цены. Хороший ассортимент."
5,"Регулярно посещаю эту Пятерочку. Персонал доброжелательный, вежливый. Один раз при мне пожилой женщине стало плохо. Ее подняли, посадили на стул, подобрали кошелек, вызвали скорую помощь, 
Выбор товаров обычный, но есть все что нужно,  овощи в порядке,  все очень здорово"
5,"Нормальный магаз, обычно всё есть, но кассиры позволяют себе странные вещи .. Наверное, изоляция и непростая ситуация в городе так влияют, что добрую половину работников на кассе как-будто подменили!!!(((( А на лбу читается строка ""Какого вы сюда припёрлись все ;("
5,"Обычный магазин Пятерочка расположенный в крайнем доме в Шушарах. Пользовался большим спросом пока не открыли Пятерочку на Новгородском 4. Теперь хожу туда чаще, т.к. стало меньше народу и не разбирают требуемые мне продукты."
3,"Цены не очень, зато кофе есть"
5,"Хорошие продавцы, отзывчивые."
3,"Обычный супермаркет лоукостер. Ассортимент небольшой, насколько он может быть небольшим в супермаркете, товары, так скажем, второго дивизиона, цены доступные. На кассе очередей нет."
4,"Обычный большой удобный магазин. 
Из минусов всегда вечером длинные очереди на кассах!"
5,"отзывчивый, доброжелательный персонал. Товар в различном ценовом ассортименте, есть выбор. Магазин чистый, тележки и корзинки  не грязные, приятно брать в руки. На кассах не более 2-х человек,быстрое обслуживание."
5,"Лучшая пятёрочка в Красном Селе. Пятёрочка на площади вечно заставлена стеллажами и коробками, а в Пятерочке в ТЦ ""Тетрис"" не всегда всё нужно есть. Эта Пятёрочка лучшая. 
Персонал всегда отзывчивый и доброжелательный. В ней всегда чисто и уютно. Очередей почти нет, чего не скажешь про Пятёрочка на площади напротив церкви."
3,Всегда большущие очереди и сломанные дверцы и холодильников…🤷🏼‍♀️
2,"Проблема с ценниками, плохо работают кассы, часто пробивают один товар как два"
5,"Хороший магазин, небольшого формата, с полным ассортиментом товара, и очень доброжелательным персоналом. Рекомендую."
4,"Обычный, ассортимент хороший"
1,"Перестала ходить в этот магазин. Покупаешь товар вроде со скидкой в соответствии с ценником, а на кассе пробивают по стоимости без скидки.В графе""скидка""- 0 рублей."
4,"Нормальный магазин. Как и везде нужно очень внимательно смотреть сроки годности и цену, на кассе может быть ""сюрприз""."
5,Я всегда отсюда куплю
5,"Мой любимы магазин! Вежливые продавцы. Всегда помогут,подскажут. Акции все хорошо видны. Очередей практически не бывает. На кассе самообслуживания всегда есть помощник. Продукты свежие,хорошего качества."
5,"большой ассортимент , но всегда много народа "
5,Отзывчивый и добрый персонал. 
5,Очень хороший магазин.Особенно не дорогая и свежая выпечка!
5,Отсутствие очереди.
4,Чисто и прохладно в плане комфортного выборам товаров! 
3,Сегодня пусть следят за просрочкой. Шоколадное масло может подвести
1,Ужасный магазин. Всегда очереди.
5,"Обычная пятерка как и все остальные. Выпечка в целом норм. Сосиски в тесте, не в слоеном, иногда очень холодные внутри, как будто из холодильника, даже не разогреты."
3,"Типичный сетевой магазин своего класса. Явных плюсов нет, хотя и плохого сказать ничего нельзя. Выбор за Вами)))"
5,"Отличный ухоженный магазин, приятный персонал, расположение товаров на полках понятное"
5,"Большая хорошая пятёрочка, нашла все, что было необходимо! Продавец попалась очень приятная, мило поболтали, обсудили чипсы и пиво) мне, как человеку не местному было все интуитивно понятно. Находится она конечно в не очень удобном месте, но думаю местные жители рады"
5,"персонал хороший, выбор товаров не очень, в магните лучше) всегда открыты минимум 2 кассы, качество товаров отличное, всегда чисто, уютно, очереди есть, но я в таких случаях пользуюсь кассой само обслуживания"
5,Нормальная обычная пятёрочка.
4,"Неплохой магазин. Посла ремонта внутри чисто, достаточно просторно, неплохой выбор товаров, есть кассы самообслуживания. В продаже - свежая выпечка, много овощей и фруктов. Удобно для тех, кто живет рядом. Работает с 8:00 до 23:00."
5,"Хороший магазин, часто там ночью заезжаю что то покупаю, хороший ассортимент!! Рекомендую"
5,"отличный магазин, всегда чисто, хорошо что есть охранники. при большом потоке людей открываются все кассы, есть кассы самообслуживания-это огромный плюс!"
5,"Хорошие прадовцы,приветливые,каждый день там  делаю покупки)Просрочку не заметила.Все там удобно и комфортно ,что есть самообслуживание."
4,"В одном доме 2 магазина. Хожу чаще всего в другую пятерочку только из за сотрудниц. Хотя в этой пятерочке выбор больше. 
Сейчас работает девушка в платке дагестанка наверное. Самая лучшая продавец. Теперь смотрю, кто на кассе если  она иду в магазин, если другие иду в другой магазин. Ну раздражают вас люди (сама такая) так идите туда, где не будете контактировать с людьми. (Особенно это касается женщину в очках) 🙈"
3,"Вроде все сделали,ремонт и как бы все удобно,но есть одно большое но,в такую жару здесь никогда нет охлаждённой воды в холодильнике,даже обычной нет,все пусто,но зато несколько холодильников заставлено пивом и энергетиками,вот это не нравится больше всего,хотя магазин в очень проходной локации,где две остановки и постоянно одно и тоже "
4,"Плюсы: Магазин удобно расположен. Вежливые продавцы. Неплохой ассортимент.
Минусы: Часто работает лишь одна касса, что приводит к очередям."
5,"Чистый магазин после ремонта, хороший ассортимент, кассы самообслуживании- это отдельный большой плюс"
5,Хороший магазин с большим ассортиментом. Удобная зона касс самообслуживания. 
4,"Нн была,но удобный график работы с 8-00"
1,Самая безобразная  сеть магазинов
2,Средненький магазин. Ценники постоянно не соответствуют. Товар постоянно не выставлен. Работают не хотя.  Такое ощущение что руководству этого магазина плевать на то что происходит у них в магазине.
4,"Акция на товары кончилась, но ценник менять не надо 😹"
5,"Не знаю, как в других, но мне она нравится. Может потому что, часто хожу и уже даже персонал весь знаком!"
5,"Мой самый любимый храм!, ,я даже описать  не могу на сколько там приятная атмосфера. Хочется прийти, подойти к иконе и постоять в этой тишине какое-то время)"
5,"Достаточный для ежедневных покупок выбор продуктов. Забота о покупателях, свежие продукты. Удобное кассовое обслуживание, в том числе есть кассы без кассира."
1,ТЕСНО в магазине. Все толкаются с тележками и с корзинками.
4,"Удобно, если ты живешь рядом. Ассортимент не огромный, но вполне приемлем для скромного человека. Я пользуюсь Пятерочкой"
5,Самая обычная пятёрочка
4,"В пятёрочке удобно закупаться продуктами на неделю, или легко просто зайти купить булочку. Кассы в удобных местах. Иногда бывают очереди, это не нравится. Товары разложены в понятном порядке, даже для тех, кто там не был. Также есть указатели, помогающие найти отдел с нужным товаром. Но минус в том, что в данном магазине не очень чисто. Товар бывает не на своих местах. Но в целом, магазин хороший и удобный."
4,"Если вы утром торопитесь и некогда сварить кофе и хочется ароматную , свежую булочку, то очень рекомендую заглянуть в Пятёрочку и получить удовольствие от свежесвареного ароматного кофе и наивкуснейшей булочки , я люблю с маком. И уверяю, что Ваше утро будет добрым и сытным!"
3,"Магазин по площади большой,ассортимент хороший. Кассиры не очень..вежливости практически ноль..хотя другой персонал достаточно отзывчив."
5,"Очень хорошее место, доброжелательный коллектив"
2,"Не очень, беспорядок, иногда тухлые овощи, продавцы не плохие. Никогда не могу найти нужный мне товар..."
5,"Очень хороший магазин.
Продавцы всегда говорят о скидках на товар в корзине.
Не разу не замечал просроченного товара.
Рекомендую данный магазин."
3,"Очень маленький и неудобный магазин. Какие-то закутки и сплошные повороты. Минимум ассортимента-""магазин у дома"""
4,"Хороший магазин, всегда есть свежая выпечка, ассортимент на уровне"
5,"Спокойная обстановка, свежие фрукты, овощи, любая консультация, на кассе нет очереди а если появляется подтягиваются кассиры вплоть до директора и самое гланое всегда чистенько спасибо Вам ,о скидках не говорю они регулярные , в том числе и для пенсов успехов и процветания"
5,"Живу рядом , поэтому  хожу в эту Пятёрочку . Ассортимент  товара однообразен , а хотелось бы больше новинок . Часто бывают акции 1+1 и прочие скидки по карте магазина ."
4,Цены на гранатовый сок неадекватные)
4,Нормальный ассортимент.
5,"Хороший магазин, ассортимент достаточный... Всегда есть что выбрать 
Продавцы всегда вежливы ."
5,"Регулярно сюда захожу. Все интуитивно понятно и легко. Есть, что удобно- кассы самообслуживания. Рядом академия, а потому курсанты тоже регулярные гости"
3,Так себе магазин. Через дорогу в 1000 раз лучше пятёрка.
5,"Отличный, светлый магазин, много ассортимент, отзывчивые кассиры"
5,"Хороший магазин, прямо у дома,просторный,с ремонтом"
2,"Шумный звонок на дверях, можно сойти с ума. Стараюсь обходить стороной. "
5,Продавщицы очень часто хамят! А также нарушают постановление Правительства РФ пункта 22 №828
4,"Обычная Пятёрочка. Тесновато, персонал хороший"
4,"Хорошая пятерочка, иногда очень странно работают кассы и кассиры бегают туда сюда."
5,Все отлично.
5,"Обычный магазин, ничем не примечателен лишь одно скажу, что ряды расположены удобно"
1,"Поделюсь негативном опытом. Живя в этом доме порядка 25 лет, встретился с хамством сотрудника на кассе и неправильными ценами на товары. Собираясь купить помело, в наличии было всего два вида-красное и розовое, не обнаружил цену на красную помелу. Подойдя к кассе самообслуживания, в списке предоставленных на оплату товаров, нет в наличии красного помело, а есть только просто помело и розовое помело. Кл мне подошла сотрудница зала и не глядя пробила по цене розовое помело. Помимо этого нахамив мне, вставляя фразы ,,Ты» и обозвав не русским. От администратора данного магазина я так же не получил адекватного ответа, почему нет цены на красное помело, а бьется по кассе оно как розовое. К тому же, в магазине не соблюдаются нормы гигиены в отделе выпечки-вся выпечка открыта и неоднократно наблюдал картину, как многие покупатели голыми руками трогают данную выпечку, без перчаток, а потом кладут обратно, иногда даже чихают на нее. Хотя в магазине на Площади Мужества, вся выпечка упакована в прозрачную упаковочную бумагу. Буду писать в Роспотребнадзор."
2,"Внимательно проверяйте выпечку. Нашли в греческой булочке ноготь человеческий. Боюсь подумать, как он туда попал."
5,Молочка выпечка и кофе высокого качества
1,"Пятёрочка - не магазин комфорт-класса, это понятно. Но в некоторых точках этой сети приятно находиться, чисто, вежливо и всё по местам. Но не здесь. Каждый раз - неправильные ценники, все товары перепутаны, в какое время ни зайди. Части товара нет, а ценники есть, и наоборот. Помещение грязное, в середине зала постоянно какие-то коробки, паллеты, упаковочный мусор. Хамоватый персонал. Не отвечают на вопросы, где ценники или товар. Катаются на погрузчике, невзирая на безопасность посетителей. На вопрос: ""почему не реагируете на просьбы, ведь от этого зависит ваша зарплата?"" девушка на кассе честно ответила: ""нет, не зависит"". В принципе тогда понятно. Странно, что именно эта пятёрочка такая. Есть же и приличные точки у них, которые нормально администрируются и содержатся в чистоте и порядке.  Я даже в их службу поддержки писала с фотографиями, не изменилось ровным счётом ничего. "
5,От старлайна не далеко
4,"Обычная малоформатная Пятерочка в новом квартале. Несколько маленьких залов, тесновато. "
2,"Ценники лепят пачкой на одно место, приходится искать нудный товар и сравнивать его по штрих-коду. Проходы постоянно заставлены тележками, товарами и самими работниками, которые, расставляют товар. "
5,"Пятерочка всегда хороша, а с таким персоналом, как в этом магазине, вообще сказка! Спасибо девушки!"
5,Режим работы до 23.00 реально спасает. По ассортименту есть все необходимое. К качеству и свежести очень редко бывают вопросы оооочень редко. Конечно хотелось бы обновления формата и выпечки ! Надеюсь скоро будет🤞
5,Чисто. Всегда есть скидки. Есть кассы самообслуживания.
4,"Удобный магазин,большой. Хороший ассортимент продукции. Удобная парковка."
2,"Находится в шаговой доступности, но перестал туда ходить ибо большие очереди каждый день я ни разу не видел чтобы там работало больше 3х касс... Теперь хожу чуть дальше, но по времени в совокупности выходит где-то также и удовольствия от похожа в магазин в разы больше... "
3,"Мало места в магазине, когда народу много. Очереди долго тянуться к кассам."
5,"Отличный магазин. Продукты свежие, на кассах долго не задерживаешься. Кассирши очень вежливые"
5,Никогда нет очереди
5,"После ремонта есть кассы самообслуживания. Проходы широкие, с коляской проходить можно. Единственный минус, это то, что магазин работает с 7, а кассы самообслуживания с 8. Почему так, даже кассиры не могут сказать. "
3,"Обновлённый хороший магазин с хамоватыми кассиршами из старой Пятерочки. Совдеп за модными витринами скрыть не возможно. Особенно раздражает факт небрежно отношения персонала к собственности работодателя. По району разбросаны тележки магазина, за ними никто не следит. Прут со страшной силой. У рыбацкий пр, 7, Рыбацкий пр, 5 уже штуки 4 видел под лестницей одной из парадной. Если кто из руководства читает отзыв -разберитесь, мне на это смотреть больно "
5,"Удобная парковка, вежливый персонал."
3,"Если бы не 2 кассира и очереди, всё было бы прекрасно! А пока предпочитаю другие магазины. Фото очередей удалила"
5,"Магазин у дома, часто в него хожу, мне нравится)))"
4,Хороший магазин 
1,"Наверное самая худшая ""Пятёрочка"""
5,"Часто бываю по работе в этом райончике и всегда с удовольствием захожу в этот магазин. Всегда есть то что мне нужно. Все так спокойно на кассе, ответили на мои вопросы. Видела как директор общался с покупателем очень интеллигентно, сразу видно человек на своем месте. Cпасибо."
1,"Цены не соответствуют другим магазинам этой сети, разница в 200-300 рублей за товар"
5,"Удобно, рядом с домом. Достаточно чисто, просрочка редко"
5,"Обычная пятерка, заезжаю туда по пути на работу"
3,"Почему три звезды? Потому что Пятерочка возомнила себя не совсем бюджетным магазином,но это претензия  скорее не к данному магазину,а в целом к сети.Касаемо именно этого магазина,то цены на некоторые товары выше,чем на те же товары в Москве.Был удивлен.Неприятно удивлен"
5,"Отличная пятёрочка.
Поддерживают чистоту, что очень важно.
Удобная планировка.
Почти всегда есть всё свежее."
5,"Не знаю чья заслуга (либо администрации магазина либо звёзды так сложились),но  персонал магазина подобрался очень адекватный .практически все продавцы доброжелательно относятся к покупателям  ,а так же к их ""капризам"", всегда вежливые ,отзывчивые,готовы всегда помочь ,когда к ним обращаешься по какому-либо вопросу, связанному с товаром .в магазине чисто ,уютно , комфортно.5из 5 .Рекомендую !лучшая пятёрочка в Никольском (и не только)!"
5,"Хороший магазин где есть все не смотря на не большой размер. Единственное продавцы на кассе 🤣 то в ночнушке сидит то в платье домашнем, а так норм и все есть. Не имея карты на скидку иногда проводят своей, за это отдельное спасибо."
5,Бомбовая выпечка
5,"Хочу от всего сердца поблагодарить кассира Ольгу Дмитриеву. Всегда вежливая, приветливая, позитивная. Всегда подскажит, посоветует, если что не ясно --об'яснит. СПАСИБО БОЛЬШОЕ!"
5,"Сколько живу тут рядом посещаю этот магазин, всем довольна, директор магазина и обслуживающий персонал профессионалы своего дела, говорят посмотри на директора и можно сделать выводы, директор всегда в зале, помогает и работники берут пример, молодцы, нет никаких нареканий, все супер! Спасибо , что есть отзывчивые и трудолюбивые люди, цены очень нравятся! Ходить к ним одна радость! 👍😘😉🤗😀"
4,"Большой и новый супермаркет. Широкий ассортимент товаров, своя пекарня (кстати, на высоте). Товары в наличии, полки не пустуют. Но в Часы пик очереди оставляют неприятное впечатление."
4,"Часто не все цены и не всегда верные, нужно чек всегда проверять."
5,"Хороший магазин. Доброжелательный персонал, всегда в магазине порядок."
5,В этой Пятёрочке ценники соответствуют действительности...
4,"Много товаров, приемлемые цены,но слишком тесно ."
1,"Ужас, закрываются раньше времени"
5,"Внутри чисто светло, магазин с хорошим ассортиментом, на выходе есть банкомат сбера"
4,"Часто работает,только одна касса,неразбериха с ценниками,но в остальном чистый магазин с достаточным ассортиментом"
1,"Магазине нету продуктов крупы ,молока,яйца,соль ,картошки ,и накручены цены   ужес,хамства кассиров"
4,"В целом магазин мне нравится. Приветливый персонал, хороший ассортимент, достаточно удобное расположение отделов с товаром, наличие сканеров... Просрочки не встретила ни разу. Единственное НО: весы на кассах настроены примерно -10 граммов. Недавно обнаружила, что и контрольные весы в зале настроены так же! Однажды уже дала понять администратору, что у них весы ""не в порядке"" довольно давно, на что она сказала: ""Что же Вы молчали?"" Но с тех пор ничего не изменилось. Вроде бы и мелочь, но это даёт повод быть настороже.   "
